emoji,codepoint,occurrences,negative,neutral,positive,name,block,primary_emotion
👩🏽‍🤝‍👩🏻,0x1f469 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fb,1000,100,400,500,"WOMEN HOLDING HANDS: MEDIUM SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👩🏽‍🤝‍👩🏼,0x1f469 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fc,1000,100,400,500,"WOMEN HOLDING HANDS: MEDIUM SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👭🏽,0x1f46d 0x1f3fd,1000,100,400,500,WOMEN HOLDING HANDS: MEDIUM SKIN TONE,People & Body,Neutral
👩🏽‍🤝‍👩🏾,0x1f469 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fe,1000,100,400,500,"WOMEN HOLDING HANDS: MEDIUM SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👩🏽‍🤝‍👩🏿,0x1f469 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f469 0x1f3ff,1000,100,400,500,"WOMEN HOLDING HANDS: MEDIUM SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👩🏾‍🤝‍👩🏻,0x1f469 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fb,1000,100,400,500,"WOMEN HOLDING HANDS: MEDIUM-DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👩🏾‍🤝‍👩🏼,0x1f469 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fc,1000,100,400,500,"WOMEN HOLDING HANDS: MEDIUM-DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👩🏾‍🤝‍👩🏽,0x1f469 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fd,1000,100,400,500,"WOMEN HOLDING HANDS: MEDIUM-DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👭🏾,0x1f46d 0x1f3fe,1000,100,400,500,WOMEN HOLDING HANDS: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👩🏾‍🤝‍👩🏿,0x1f469 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f469 0x1f3ff,1000,100,400,500,"WOMEN HOLDING HANDS: MEDIUM-DARK SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👩🏿‍🤝‍👩🏻,0x1f469 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fb,1000,100,400,500,"WOMEN HOLDING HANDS: DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👩🏿‍🤝‍👩🏼,0x1f469 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fc,1000,100,400,500,"WOMEN HOLDING HANDS: DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👩🏿‍🤝‍👩🏽,0x1f469 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fd,1000,100,400,500,"WOMEN HOLDING HANDS: DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👩🏿‍🤝‍👩🏾,0x1f469 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f469 0x1f3fe,1000,100,400,500,"WOMEN HOLDING HANDS: DARK SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👭🏿,0x1f46d 0x1f3ff,1000,100,400,500,WOMEN HOLDING HANDS: DARK SKIN TONE,People & Body,Neutral
👫,0x1f46b,1000,100,400,500,WOMAN AND MAN HOLDING HANDS,People & Body,Neutral
👫🏻,0x1f46b 0x1f3fb,1000,100,400,500,WOMAN AND MAN HOLDING HANDS: LIGHT SKIN TONE,People & Body,Neutral
👩🏻‍🤝‍👨🏼,0x1f469 0x1f3fb 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fc,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: LIGHT SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👩🏻‍🤝‍👨🏽,0x1f469 0x1f3fb 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fd,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👩🏻‍🤝‍👨🏾,0x1f469 0x1f3fb 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fe,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👩🏻‍🤝‍👨🏿,0x1f469 0x1f3fb 0x200d 0x1f91d 0x200d 0x1f468 0x1f3ff,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👩🏼‍🤝‍👨🏻,0x1f469 0x1f3fc 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fb,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👫🏼,0x1f46b 0x1f3fc,1000,100,400,500,WOMAN AND MAN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👩🏼‍🤝‍👨🏽,0x1f469 0x1f3fc 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fd,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👩🏼‍🤝‍👨🏾,0x1f469 0x1f3fc 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fe,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👩🏼‍🤝‍👨🏿,0x1f469 0x1f3fc 0x200d 0x1f91d 0x200d 0x1f468 0x1f3ff,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👩🏽‍🤝‍👨🏻,0x1f469 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fb,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👩🏽‍🤝‍👨🏼,0x1f469 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fc,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👫🏽,0x1f46b 0x1f3fd,1000,100,400,500,WOMAN AND MAN HOLDING HANDS: MEDIUM SKIN TONE,People & Body,Neutral
👩🏽‍🤝‍👨🏾,0x1f469 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fe,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👩🏽‍🤝‍👨🏿,0x1f469 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f468 0x1f3ff,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👩🏾‍🤝‍👨🏻,0x1f469 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fb,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM-DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👩🏾‍🤝‍👨🏼,0x1f469 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fc,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM-DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👩🏾‍🤝‍👨🏽,0x1f469 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fd,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM-DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👫🏾,0x1f46b 0x1f3fe,1000,100,400,500,WOMAN AND MAN HOLDING HANDS: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👩🏾‍🤝‍👨🏿,0x1f469 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f468 0x1f3ff,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: MEDIUM-DARK SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👩🏿‍🤝‍👨🏻,0x1f469 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fb,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👩🏿‍🤝‍👨🏼,0x1f469 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fc,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👩🏿‍🤝‍👨🏽,0x1f469 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fd,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👩🏿‍🤝‍👨🏾,0x1f469 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fe,1000,100,400,500,"WOMAN AND MAN HOLDING HANDS: DARK SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👫🏿,0x1f46b 0x1f3ff,1000,100,400,500,WOMAN AND MAN HOLDING HANDS: DARK SKIN TONE,People & Body,Neutral
👬,0x1f46c,1000,100,400,500,MEN HOLDING HANDS,People & Body,Neutral
👬🏻,0x1f46c 0x1f3fb,1000,100,400,500,MEN HOLDING HANDS: LIGHT SKIN TONE,People & Body,Neutral
👨🏻‍🤝‍👨🏼,0x1f468 0x1f3fb 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fc,1000,100,400,500,"MEN HOLDING HANDS: LIGHT SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👨🏻‍🤝‍👨🏽,0x1f468 0x1f3fb 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fd,1000,100,400,500,"MEN HOLDING HANDS: LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👨🏻‍🤝‍👨🏾,0x1f468 0x1f3fb 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fe,1000,100,400,500,"MEN HOLDING HANDS: LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👨🏻‍🤝‍👨🏿,0x1f468 0x1f3fb 0x200d 0x1f91d 0x200d 0x1f468 0x1f3ff,1000,100,400,500,"MEN HOLDING HANDS: LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👨🏼‍🤝‍👨🏻,0x1f468 0x1f3fc 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fb,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👬🏼,0x1f46c 0x1f3fc,1000,100,400,500,MEN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👨🏼‍🤝‍👨🏽,0x1f468 0x1f3fc 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fd,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👨🏼‍🤝‍👨🏾,0x1f468 0x1f3fc 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fe,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👨🏼‍🤝‍👨🏿,0x1f468 0x1f3fc 0x200d 0x1f91d 0x200d 0x1f468 0x1f3ff,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM-LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👨🏽‍🤝‍👨🏻,0x1f468 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fb,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👨🏽‍🤝‍👨🏼,0x1f468 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fc,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👬🏽,0x1f46c 0x1f3fd,1000,100,400,500,MEN HOLDING HANDS: MEDIUM SKIN TONE,People & Body,Neutral
👨🏽‍🤝‍👨🏾,0x1f468 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fe,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👨🏽‍🤝‍👨🏿,0x1f468 0x1f3fd 0x200d 0x1f91d 0x200d 0x1f468 0x1f3ff,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👨🏾‍🤝‍👨🏻,0x1f468 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fb,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM-DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👨🏾‍🤝‍👨🏼,0x1f468 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fc,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM-DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👨🏾‍🤝‍👨🏽,0x1f468 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fd,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM-DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👬🏾,0x1f46c 0x1f3fe,1000,100,400,500,MEN HOLDING HANDS: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👨🏾‍🤝‍👨🏿,0x1f468 0x1f3fe 0x200d 0x1f91d 0x200d 0x1f468 0x1f3ff,1000,100,400,500,"MEN HOLDING HANDS: MEDIUM-DARK SKIN TONE, DARK SKIN TONE",People & Body,Neutral
👨🏿‍🤝‍👨🏻,0x1f468 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fb,1000,100,400,500,"MEN HOLDING HANDS: DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Neutral
👨🏿‍🤝‍👨🏼,0x1f468 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fc,1000,100,400,500,"MEN HOLDING HANDS: DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Neutral
👨🏿‍🤝‍👨🏽,0x1f468 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fd,1000,100,400,500,"MEN HOLDING HANDS: DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Neutral
👨🏿‍🤝‍👨🏾,0x1f468 0x1f3ff 0x200d 0x1f91d 0x200d 0x1f468 0x1f3fe,1000,100,400,500,"MEN HOLDING HANDS: DARK SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Neutral
👬🏿,0x1f46c 0x1f3ff,1000,100,400,500,MEN HOLDING HANDS: DARK SKIN TONE,People & Body,Neutral
💏,0x1f48f,1000,20,30,950,KISS,People & Body,Love
💏🏻,0x1f48f 0x1f3fb,1000,20,30,950,KISS: LIGHT SKIN TONE,People & Body,Love
💏🏼,0x1f48f 0x1f3fc,1000,20,30,950,KISS: MEDIUM-LIGHT SKIN TONE,People & Body,Love
💏🏽,0x1f48f 0x1f3fd,1000,20,30,950,KISS: MEDIUM SKIN TONE,People & Body,Love
💏🏾,0x1f48f 0x1f3fe,1000,20,30,950,KISS: MEDIUM-DARK SKIN TONE,People & Body,Love
💏🏿,0x1f48f 0x1f3ff,1000,20,30,950,KISS: DARK SKIN TONE,People & Body,Love
🧑🏻‍❤️‍💋‍🧑🏼,0x1f9d1 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fc,1000,20,30,950,"KISS: PERSON, PERSON, LIGHT SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Love
🧑🏻‍❤️‍💋‍🧑🏽,0x1f9d1 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fd,1000,20,30,950,"KISS: PERSON, PERSON, LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Love
🧑🏻‍❤️‍💋‍🧑🏾,0x1f9d1 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fe,1000,20,30,950,"KISS: PERSON, PERSON, LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Love
🧑🏻‍❤️‍💋‍🧑🏿,0x1f9d1 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3ff,1000,20,30,950,"KISS: PERSON, PERSON, LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Love
🧑🏼‍❤️‍💋‍🧑🏻,0x1f9d1 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fb,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM-LIGHT SKIN TONE, LIGHT SKIN TONE",People & Body,Love
🧑🏼‍❤️‍💋‍🧑🏽,0x1f9d1 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fd,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM-LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Love
🧑🏼‍❤️‍💋‍🧑🏾,0x1f9d1 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fe,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM-LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Love
🧑🏼‍❤️‍💋‍🧑🏿,0x1f9d1 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3ff,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM-LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Love
🧑🏽‍❤️‍💋‍🧑🏻,0x1f9d1 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fb,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM SKIN TONE, LIGHT SKIN TONE",People & Body,Love
🧑🏽‍❤️‍💋‍🧑🏼,0x1f9d1 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fc,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Love
🧑🏽‍❤️‍💋‍🧑🏾,0x1f9d1 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fe,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Love
🧑🏽‍❤️‍💋‍🧑🏿,0x1f9d1 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3ff,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM SKIN TONE, DARK SKIN TONE",People & Body,Love
🧑🏾‍❤️‍💋‍🧑🏻,0x1f9d1 0x1f3fe 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fb,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM-DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Love
🧑🏾‍❤️‍💋‍🧑🏼,0x1f9d1 0x1f3fe 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fc,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM-DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Love
🧑🏾‍❤️‍💋‍🧑🏽,0x1f9d1 0x1f3fe 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fd,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM-DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Love
🧑🏾‍❤️‍💋‍🧑🏿,0x1f9d1 0x1f3fe 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3ff,1000,20,30,950,"KISS: PERSON, PERSON, MEDIUM-DARK SKIN TONE, DARK SKIN TONE",People & Body,Love
🧑🏿‍❤️‍💋‍🧑🏻,0x1f9d1 0x1f3ff 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fb,1000,20,30,950,"KISS: PERSON, PERSON, DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Love
🧑🏿‍❤️‍💋‍🧑🏼,0x1f9d1 0x1f3ff 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fc,1000,20,30,950,"KISS: PERSON, PERSON, DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Love
🧑🏿‍❤️‍💋‍🧑🏽,0x1f9d1 0x1f3ff 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fd,1000,20,30,950,"KISS: PERSON, PERSON, DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Love
🧑🏿‍❤️‍💋‍🧑🏾,0x1f9d1 0x1f3ff 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f9d1 0x1f3fe,1000,20,30,950,"KISS: PERSON, PERSON, DARK SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Love
👩‍❤️‍💋‍👨,0x1f469 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468,1000,20,30,950,"KISS: WOMAN, MAN",People & Body,Love
👩🏻‍❤️‍💋‍👨🏻,0x1f469 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fb,1000,20,30,950,"KISS: WOMAN, MAN, LIGHT SKIN TONE",People & Body,Love
👩🏻‍❤️‍💋‍👨🏼,0x1f469 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fc,1000,20,30,950,"KISS: WOMAN, MAN, LIGHT SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Love
👩🏻‍❤️‍💋‍👨🏽,0x1f469 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fd,1000,20,30,950,"KISS: WOMAN, MAN, LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Love
👩🏻‍❤️‍💋‍👨🏾,0x1f469 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fe,1000,20,30,950,"KISS: WOMAN, MAN, LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Love
👩🏻‍❤️‍💋‍👨🏿,0x1f469 0x1f3fb 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3ff,1000,20,30,950,"KISS: WOMAN, MAN, LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Love
👩🏼‍❤️‍💋‍👨🏻,0x1f469 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fb,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-LIGHT SKIN TONE, LIGHT SKIN TONE",People & Body,Love
👩🏼‍❤️‍💋‍👨🏼,0x1f469 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fc,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-LIGHT SKIN TONE",People & Body,Love
👩🏼‍❤️‍💋‍👨🏽,0x1f469 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fd,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-LIGHT SKIN TONE, MEDIUM SKIN TONE",People & Body,Love
👩🏼‍❤️‍💋‍👨🏾,0x1f469 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fe,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-LIGHT SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Love
👩🏼‍❤️‍💋‍👨🏿,0x1f469 0x1f3fc 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3ff,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-LIGHT SKIN TONE, DARK SKIN TONE",People & Body,Love
👩🏽‍❤️‍💋‍👨🏻,0x1f469 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fb,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM SKIN TONE, LIGHT SKIN TONE",People & Body,Love
👩🏽‍❤️‍💋‍👨🏼,0x1f469 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fc,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Love
👩🏽‍❤️‍💋‍👨🏽,0x1f469 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fd,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM SKIN TONE",People & Body,Love
👩🏽‍❤️‍💋‍👨🏾,0x1f469 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fe,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM SKIN TONE, MEDIUM-DARK SKIN TONE",People & Body,Love
👩🏽‍❤️‍💋‍👨🏿,0x1f469 0x1f3fd 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3ff,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM SKIN TONE, DARK SKIN TONE",People & Body,Love
👩🏾‍❤️‍💋‍👨🏻,0x1f469 0x1f3fe 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fb,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-DARK SKIN TONE, LIGHT SKIN TONE",People & Body,Love
👩🏾‍❤️‍💋‍👨🏼,0x1f469 0x1f3fe 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fc,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-DARK SKIN TONE, MEDIUM-LIGHT SKIN TONE",People & Body,Love
👩🏾‍❤️‍💋‍👨🏽,0x1f469 0x1f3fe 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fd,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-DARK SKIN TONE, MEDIUM SKIN TONE",People & Body,Love
👩🏾‍❤️‍💋‍👨🏾,0x1f469 0x1f3fe 0x200d 0x2764 0xfe0f 0x200d 0x1f48b 0x200d 0x1f468 0x1f3fe,1000,20,30,950,"KISS: WOMAN, MAN, MEDIUM-DARK SKIN TONE",People & Body,Love
